name,price,benefit
Sahre4481,6,70.07
Sahre4482,0,1.208
Sahre4483,2,76.70
Sahre4484,5,7.347
Sahre4485,5,79.31
Sahre4486,7,17.91
Sahre4487,5,51.58
Sahre4488,7,46.78
Sahre4489,9,26.85
Sahre4490,0,43.07
Sahre4491,1,41.05
Sahre4492,1,78.40
Sahre4493,3,74.25
Sahre4494,2,65.39
Sahre4495,9,28.59
Sahre4496,1,2.109
Sahre4497,3,32.63
Sahre4498,6,64.17
Sahre4499,1,2.196
Sahre4500,4,79.56
Sahre4501,6,60.51
Sahre4502,4,28.37
Sahre4503,2,11.11
Sahre4504,7,63.21
Sahre4505,4,16.78
Sahre4506,7,5.981
Sahre4507,9,18.48
Sahre4508,9,3.843
Sahre4509,6,13.86
Sahre4510,3,72.56
Sahre4511,7,5.858
Sahre4512,2,17.17
Sahre4513,3,16.08
Sahre4514,5,38.70
Sahre4515,1,6.978
Sahre4516,9,69.03
Sahre4517,1,54.03
Sahre4518,6,9.214
Sahre4519,4,47.94
Sahre4520,1,21.95
Sahre4521,8,60.98
Sahre4522,2,40.55
Sahre4523,3,16.94
Sahre4524,4,2.015
Sahre4525,1,68.36
Sahre4526,1,34.87
Sahre4527,1,17.39
Sahre4528,0,32.53
Sahre4529,5,44.24
Sahre4530,0,2.002
Sahre4531,9,11.38
Sahre4532,7,3.563
Sahre4533,9,30.04
Sahre4534,7,23.04
Sahre4535,6,47.38
Sahre4536,3,54.03
Sahre4537,1,53.34
Sahre4538,0,74.24
Sahre4539,4,2.687
Sahre4540,0,14.12
Sahre4541,2,60.36
Sahre4542,5,50.82
Sahre4543,2,11.61
Sahre4544,7,10.45
Sahre4545,8,33.26
Sahre4546,9,10.24
Sahre4547,4,34.57
Sahre4548,2,7.986
Sahre4549,8,77.64
Sahre4550,3,40.44
Sahre4551,2,9.897
Sahre4552,6,11.22
Sahre4553,6,19.64
Sahre4554,0,10.97
Sahre4555,4,17.57
Sahre4556,3,16.77
Sahre4557,8,67.56
Sahre4558,7,24.72
Sahre4559,6,11.77
Sahre4560,7,57.63
Sahre4561,8,13.73
Sahre4562,6,18.87
Sahre4563,5,7.220
Sahre4564,5,67.56
Sahre4565,0,12.82
Sahre4566,9,1.189
Sahre4567,9,65.59
Sahre4568,3,9.903
Sahre4569,9,13.38
Sahre4570,9,13.61
Sahre4571,7,2.545
Sahre4572,6,32.41
Sahre4573,8,29.06
Sahre4574,1,16.18
Sahre4575,2,55.69
Sahre4576,2,0.834
Sahre4577,7,57.83
Sahre4578,3,9.263
Sahre4579,4,45.20
Sahre4580,9,74.79
Sahre4581,3,38.50
Sahre4582,5,76.76
Sahre4583,3,25.24
Sahre4584,3,0.926
Sahre4585,1,36.86
Sahre4586,8,78.67
Sahre4587,1,7.908
Sahre4588,5,63.85
Sahre4589,9,73.75
Sahre4590,1,19.99
Sahre4591,5,16.51
Sahre4592,9,42.69
Sahre4593,3,19.61
Sahre4594,8,59.26
Sahre4595,1,49.39
Sahre4596,1,65.23
Sahre4597,1,13.96
Sahre4598,4,16.21
Sahre4599,9,53.32
Sahre4600,2,34.48
Sahre4601,6,70.37
Sahre4602,3,9.695
Sahre4603,6,58.52
Sahre4604,9,1.339
Sahre4605,4,50.12
Sahre4606,0,43.99
Sahre4607,4,0.406
Sahre4608,8,9.979
Sahre4609,0,1.620
Sahre4610,7,34.00
Sahre4611,1,10.29
Sahre4612,4,66.85
Sahre4613,2,14.85
Sahre4614,7,27.64
Sahre4615,9,62.08
Sahre4616,3,10.62
Sahre4617,3,10.72
Sahre4618,0,28.85
Sahre4619,5,1.074
Sahre4620,1,51.79
Sahre4621,2,23.62
Sahre4622,2,17.33
Sahre4623,1,28.41
Sahre4624,8,21.59
Sahre4625,3,78.99
Sahre4626,8,60.77
Sahre4627,2,68.63
Sahre4628,1,60.96
Sahre4629,5,50.32
Sahre4630,9,79.06
Sahre4631,3,3.383
Sahre4632,8,3.650
Sahre4633,7,61.85
Sahre4634,9,6.589
Sahre4635,9,11.79
Sahre4636,3,15.32
Sahre4637,1,30.28
Sahre4638,2,38.61
Sahre4639,4,48.41
Sahre4640,5,73.36
Sahre4641,9,32.10
Sahre4642,4,33.73
Sahre4643,8,2.984
Sahre4644,5,9.480
Sahre4645,5,6.814
Sahre4646,1,64.04
Sahre4647,7,0.948
Sahre4648,6,0.535
Sahre4649,5,74.59
Sahre4650,0,32.20
Sahre4651,2,72.17
Sahre4652,7,34.55
Sahre4653,2,27.82
Sahre4654,3,28.64
Sahre4655,7,26.01
Sahre4656,1,49.91
Sahre4657,0,75.15
Sahre4658,3,17.83
Sahre4659,5,13.30
Sahre4660,7,2.954
Sahre4661,2,7.630
Sahre4662,2,3.116
Sahre4663,9,64.75
Sahre4664,8,31.28
Sahre4665,1,70.83
Sahre4666,4,2.760
Sahre4667,8,70.91
Sahre4668,6,2.610
Sahre4669,6,0.511
Sahre4670,5,37.74
Sahre4671,8,68.29
Sahre4672,4,70.93
Sahre4673,9,12.88
Sahre4674,7,43.00
Sahre4675,5,76.99
Sahre4676,9,69.50
Sahre4677,7,79.26
Sahre4678,0,47.08
Sahre4679,6,9.616
Sahre4680,8,10.93
Sahre4681,2,60.71
Sahre4682,2,68.68
Sahre4683,4,23.98
Sahre4684,3,27.87
Sahre4685,3,22.73
Sahre4686,7,40.95
Sahre4687,7,17.56
Sahre4688,1,42.01
Sahre4689,9,5.483
Sahre4690,4,69.98
Sahre4691,5,22.93
Sahre4692,1,49.18
Sahre4693,5,54.32
Sahre4694,7,60.03
Sahre4695,1,57.15
Sahre4696,2,39.39
Sahre4697,1,16.12
Sahre4698,4,12.86
Sahre4699,9,69.24
Sahre4700,3,11.25
Sahre4701,4,8.219
Sahre4702,6,4.725
Sahre4703,0,59.42
Sahre4704,1,42.63
Sahre4705,6,12.16
Sahre4706,5,5.732
Sahre4707,8,13.47
Sahre4708,4,5.985
Sahre4709,6,65.30
Sahre4710,6,2.683
Sahre4711,0,63.97
Sahre4712,2,49.46
Sahre4713,8,57.13
Sahre4714,6,9.959
Sahre4715,6,10.56
Sahre4716,5,65.06
Sahre4717,1,8.210
Sahre4718,8,55.99
Sahre4719,6,13.29
Sahre4720,6,36.11
Sahre4721,8,8.198
Sahre4722,2,25.03
Sahre4723,8,31.95
Sahre4724,5,18.17
Sahre4725,1,40.47
Sahre4726,0,46.00
Sahre4727,1,15.23
Sahre4728,9,8.339
Sahre4729,3,12.11
Sahre4730,7,77.04
Sahre4731,3,0.043
Sahre4732,8,50.97
Sahre4733,5,6.576
Sahre4734,1,75.26
Sahre4735,7,9.610
Sahre4736,3,38.59
Sahre4737,0,51.11
Sahre4738,5,0.527
Sahre4739,3,3.326
Sahre4740,0,6.081
Sahre4741,0,13.87
Sahre4742,8,40.42
Sahre4743,1,55.19
Sahre4744,7,78.59
Sahre4745,0,8.066
Sahre4746,5,78.29
Sahre4747,7,3.936
Sahre4748,2,49.98
Sahre4749,8,8.771
Sahre4750,6,65.71
Sahre4751,2,79.63
Sahre4752,3,19.43
Sahre4753,6,32.36
Sahre4754,1,1.973
Sahre4755,2,14.27
Sahre4756,7,58.20
Sahre4757,4,42.68
Sahre4758,9,16.66
Sahre4759,3,47.40
Sahre4760,2,66.82
Sahre4761,0,68.75
Sahre4762,7,18.13
Sahre4763,6,72.12
Sahre4764,7,64.38
Sahre4765,3,13.80
Sahre4766,0,16.05
Sahre4767,3,33.66
Sahre4768,6,7.516
Sahre4769,4,70.26
Sahre4770,7,0.627
Sahre4771,7,2.365
Sahre4772,8,1.162
Sahre4773,8,33.37
Sahre4774,2,3.617
Sahre4775,0,46.79
Sahre4776,3,17.29
Sahre4777,2,75.86
Sahre4778,4,8.380
Sahre4779,7,30.27
Sahre4780,7,15.56
Sahre4781,7,76.67
Sahre4782,8,8.301
Sahre4783,6,15.88
Sahre4784,8,26.30
Sahre4785,4,54.78
Sahre4786,7,7.384
Sahre4787,2,3.942
Sahre4788,7,62.17
Sahre4789,5,21.92
Sahre4790,3,9.864
Sahre4791,2,46.34
Sahre4792,8,17.37
Sahre4793,2,64.93
Sahre4794,4,42.07
Sahre4795,8,1.843
Sahre4796,4,17.27
Sahre4797,1,37.34
Sahre4798,6,4.061
Sahre4799,5,42.27
Sahre4800,1,76.46
Sahre4801,8,74.76
Sahre4802,7,19.34
Sahre4803,3,9.097
Sahre4804,1,27.66
Sahre4805,2,40.00
Sahre4806,0,15.84
Sahre4807,1,32.26
Sahre4808,7,30.51
Sahre4809,8,18.32
Sahre4810,3,9.492
Sahre4811,8,44.54
Sahre4812,1,8.200
Sahre4813,5,8.530
Sahre4814,5,22.66
Sahre4815,5,7.790
Sahre4816,2,55.93
Sahre4817,1,9.901
Sahre4818,6,42.58
Sahre4819,5,47.64
Sahre4820,7,1.501
Sahre4821,8,36.31
Sahre4822,6,25.84
Sahre4823,4,39.67
Sahre4824,0,40.50
Sahre4825,2,2.888
Sahre4826,7,24.54
Sahre4827,3,21.54
Sahre4828,9,3.610
Sahre4829,9,78.70
Sahre4830,9,11.66
Sahre4831,9,0.708
Sahre4832,6,31.94
Sahre4833,9,44.42
Sahre4834,6,3.319
Sahre4835,1,51.09
Sahre4836,1,5.014
Sahre4837,7,42.53
Sahre4838,6,27.72
Sahre4839,0,2.691
Sahre4840,8,8.689
Sahre4841,7,72.95
Sahre4842,0,65.66
Sahre4843,6,13.52
Sahre4844,4,79.29
Sahre4845,4,55.80
Sahre4846,0,53.19
Sahre4847,9,12.07
Sahre4848,4,18.85
Sahre4849,7,54.83
Sahre4850,8,39.79
Sahre4851,3,0.458
Sahre4852,0,41.08
Sahre4853,3,47.86
Sahre4854,4,14.54
Sahre4855,3,4.358
Sahre4856,6,24.28
Sahre4857,8,56.58
Sahre4858,5,8.176
Sahre4859,7,9.857
Sahre4860,3,4.070
Sahre4861,2,78.59
Sahre4862,7,10.41
Sahre4863,5,7.574
Sahre4864,1,39.59
Sahre4865,5,14.10
Sahre4866,3,16.33
Sahre4867,3,54.49
Sahre4868,8,16.36
Sahre4869,6,3.616
Sahre4870,0,48.40
Sahre4871,2,65.74
Sahre4872,7,75.56
Sahre4873,9,35.69
Sahre4874,8,40.02
Sahre4875,5,16.94
Sahre4876,8,6.327
Sahre4877,3,3.026
Sahre4878,2,57.52
Sahre4879,2,13.03
Sahre4880,4,22.57
Sahre4881,4,37.09
Sahre4882,1,50.27
Sahre4883,0,39.39
Sahre4884,6,21.96
Sahre4885,4,25.92
Sahre4886,6,2.896
Sahre4887,3,33.25
Sahre4888,3,54.07
Sahre4889,4,26.26
Sahre4890,5,24.03
Sahre4891,5,32.44
Sahre4892,8,69.60
Sahre4893,7,7.801
Sahre4894,6,48.31
Sahre4895,1,25.68
Sahre4896,6,52.56
Sahre4897,0,46.06
Sahre4898,5,54.10
Sahre4899,4,61.44
Sahre4900,1,16.97
Sahre4901,1,15.16
Sahre4902,1,8.280
Sahre4903,2,16.01
Sahre4904,4,9.803
Sahre4905,4,43.99
Sahre4906,4,11.87
Sahre4907,1,6.389
Sahre4908,1,65.40
Sahre4909,5,21.08
Sahre4910,6,60.66
Sahre4911,0,53.19
Sahre4912,9,58.47
Sahre4913,6,61.04
Sahre4914,6,43.14
Sahre4915,0,61.32
Sahre4916,1,49.66
Sahre4917,5,38.56
Sahre4918,4,4.851
Sahre4919,6,64.54
Sahre4920,6,9.443
Sahre4921,7,27.50
Sahre4922,4,2.266
Sahre4923,9,46.86
Sahre4924,8,0.330
Sahre4925,6,8.276
Sahre4926,2,77.70
Sahre4927,8,1.389
Sahre4928,0,4.658
Sahre4929,8,63.01
Sahre4930,6,3.862
Sahre4931,4,13.85
Sahre4932,8,68.74
Sahre4933,5,2.830
Sahre4934,8,77.84
Sahre4935,1,44.64
Sahre4936,9,56.57
Sahre4937,5,2.979
Sahre4938,6,51.22
Sahre4939,5,8.841
Sahre4940,4,77.91
Sahre4941,9,78.56
Sahre4942,2,56.52
Sahre4943,3,73.36
Sahre4944,5,43.38
Sahre4945,4,2.559
Sahre4946,8,23.01
Sahre4947,8,19.77
Sahre4948,9,14.80
Sahre4949,8,8.115
Sahre4950,4,16.40
Sahre4951,7,41.93
Sahre4952,2,17.11
Sahre4953,5,23.38
Sahre4954,4,3.793
Sahre4955,6,28.85
Sahre4956,5,2.237
Sahre4957,5,8.052
Sahre4958,1,56.47
Sahre4959,0,13.33
Sahre4960,6,14.43
Sahre4961,9,75.89
Sahre4962,9,14.41
Sahre4963,3,49.24
Sahre4964,5,5.416
Sahre4965,6,44.10
Sahre4966,4,55.37
Sahre4967,2,42.19
Sahre4968,6,54.29
Sahre4969,7,2.963
Sahre4970,9,17.19
Sahre4971,9,24.21
Sahre4972,8,3.565
Sahre4973,4,53.93
Sahre4974,8,20.05
Sahre4975,9,57.46
Sahre4976,3,8.829
Sahre4977,7,3.025
Sahre4978,3,49.69
Sahre4979,3,7.827
Sahre4980,3,46.58
Sahre4981,8,5.346
Sahre4982,8,16.93
Sahre4983,8,4.677
Sahre4984,5,73.92
Sahre4985,9,33.28
Sahre4986,8,77.95
Sahre4987,0,35.94
Sahre4988,3,0.674
Sahre4989,4,76.07
Sahre4990,9,0.260
Sahre4991,3,11.51
Sahre4992,3,13.03
Sahre4993,6,9.237
Sahre4994,0,27.82
Sahre4995,7,3.469
Sahre4996,9,15.22
Sahre4997,4,53.19
Sahre4998,2,57.54
Sahre4999,7,47.01
Sahre5000,3,31.66
Sahre5001,6,31.96
Sahre5002,1,31.66
Sahre5003,2,31.96
Sahre5004,1,12.25
Sahre5005,0,38.06
Sahre5006,5,27.69
Sahre5007,7,38.21
Sahre5008,4,27.47
Sahre5009,4,37.11
Sahre5010,2,19.66
Sahre5011,1,38.2
Sahre5012,3,5.54
Sahre5013,2,22.75
Sahre5014,1,12.4
Sahre5015,0,29.82
Sahre5016,0,14.3
Sahre5017,4,1.84
Sahre5018,2,30.69
Sahre5019,5,38.04
Sahre5020,5,36.81
Sahre5021,6,36.08
Sahre5022,4,17.43
Sahre5023,9,0.65
Sahre5024,5,3.03
Sahre5025,4,28.25
Sahre5026,3,25.37
Sahre5027,1,1.19
Sahre5028,2,4.51
Sahre5029,4,6.66
Sahre5030,0,6.63
Sahre5031,8,37.74
Sahre5032,8,15.09
Sahre5033,6,23.37
Sahre5034,5,30.28
Sahre5035,0,5.36
Sahre5036,0,30.69
Sahre5037,7,14.79
Sahre5038,4,18.37
Sahre5039,7,11.91
Sahre5040,4,28.36
Sahre5041,6,33.52
Sahre5042,7,4.4
Sahre5043,9,7.29
Sahre5044,9,33.65
Sahre5045,3,6.72
Sahre5046,1,7.28
Sahre5047,7,4.46
Sahre5048,1,11.41
Sahre5049,8,31.54
Sahre5050,0,13.8
Sahre5051,8,29.9
Sahre5052,1,3.11
Sahre5053,2,37.89
Sahre5054,7,0.74
Sahre5055,4,17.87
Sahre5056,7,3.64
Sahre5057,0,26.08
Sahre5058,2,18.98
Sahre5059,8,15.19
Sahre5060,2,34.47
Sahre5061,3,35.48
Sahre5062,9,16.65
Sahre5063,8,30.91
Sahre5064,2,15.36
Sahre5065,0,8.13
Sahre5066,3,25.16
Sahre5067,2,0.02
Sahre5068,2,3.65
Sahre5069,2,37.0
Sahre5070,6,31.2
Sahre5071,9,11.63
Sahre5072,0,18.91
Sahre5073,7,19.52
Sahre5074,1,32.13
Sahre5075,6,3.85
Sahre5076,6,38.25
Sahre5077,2,18.22
Sahre5078,1,12.93
Sahre5079,0,0.04
Sahre5080,9,23.23
Sahre5081,0,2.85
Sahre5082,7,12.05
Sahre5083,3,34.14
Sahre5084,1,13.91
Sahre5085,1,1.54
Sahre5086,7,35.62
Sahre5087,8,8.5
Sahre5088,4,16.62
Sahre5089,3,36.44
Sahre5090,8,10.98
Sahre5091,9,15.29
Sahre5092,6,36.79
Sahre5093,4,24.81
Sahre5094,6,4.52
Sahre5095,4,19.81
Sahre5096,0,32.06
Sahre5097,0,15.03
Sahre5098,4,30.64
Sahre5099,2,26.26
Sahre5100,7,37.03
Sahre5101,9,13.39
Sahre5102,8,33.24
Sahre5103,4,31.22
Sahre5104,9,34.87
Sahre5105,2,24.88
Sahre5106,1,35.03
Sahre5107,4,29.16
Sahre5108,8,6.06
Sahre5109,3,33.34
Sahre5110,7,38.16
Sahre5111,2,25.01
Sahre5112,0,21.05
Sahre5113,4,1.05
Sahre5114,4,37.01
Sahre5115,5,19.08
Sahre5116,0,33.42
Sahre5117,6,35.29
Sahre5118,7,7.47
Sahre5119,8,2.68
Sahre5120,6,12.78
Sahre5121,7,19.57
Sahre5122,9,7.35
Sahre5123,6,33.51
Sahre5124,5,19.5
Sahre5125,9,10.33
Sahre5126,1,2.9
Sahre5127,9,34.72
Sahre5128,5,11.82
Sahre5129,7,11.13
Sahre5130,4,4.74
Sahre5131,2,26.47
Sahre5132,0,5.24
Sahre5133,3,7.35
Sahre5134,6,28.52
Sahre5135,1,10.72
Sahre5136,9,19.69
Sahre5137,9,39.88
Sahre5138,3,15.21
Sahre5139,9,13.78
Sahre5140,3,18.04
Sahre5141,4,17.58
Sahre5142,5,27.62
Sahre5143,6,24.2
Sahre5144,7,37.12
Sahre5145,2,33.88
Sahre5146,9,5.93
Sahre5147,9,24.47
Sahre5148,8,16.79
Sahre5149,4,25.23
Sahre5150,7,33.49
Sahre5151,9,4.72
Sahre5152,1,1.19
Sahre5153,2,35.61
Sahre5154,0,9.35
Sahre5155,5,0.71
Sahre5156,1,8.88
Sahre5157,7,9.56
Sahre5158,3,13.02
Sahre5159,3,15.96
Sahre5160,0,4.23
Sahre5161,4,1.61
Sahre5162,3,35.71
Sahre5163,7,10.08
Sahre5164,5,33.17
Sahre5165,3,19.29
Sahre5166,6,38.74
Sahre5167,9,38.27
Sahre5168,4,14.14
Sahre5169,1,13.75
Sahre5170,9,5.4
Sahre5171,9,8.81
Sahre5172,3,29.08
Sahre5173,9,27.29
Sahre5174,7,30.03
Sahre5175,6,17.94
Sahre5176,6,25.56
Sahre5177,9,18.8
Sahre5178,1,9.34
Sahre5179,6,25.8
Sahre5180,7,13.74
Sahre5181,9,28.86
Sahre5182,3,24.46
Sahre5183,1,38.05
Sahre5184,8,29.4
Sahre5185,8,20.6
Sahre5186,1,8.85
Sahre5187,0,17.53
Sahre5188,2,36.37
Sahre5189,9,10.06
Sahre5190,7,6.42
Sahre5191,8,11.82
Sahre5192,6,32.2
Sahre5193,6,33.88
Sahre5194,7,3.26
Sahre5195,8,32.51
Sahre5196,7,8.05
Sahre5197,8,0.0
Sahre5198,8,18.21
Sahre5199,6,9.4
Sahre5200,8,37.22
Sahre5201,8,16.25
Sahre5202,8,16.97
Sahre5203,2,9.75
Sahre5204,6,38.12
Sahre5205,5,24.73
Sahre5206,6,19.19
Sahre5207,0,5.27
Sahre5208,1,15.97
Sahre5209,8,13.95
Sahre5210,5,32.72
Sahre5211,8,1.25
Sahre5212,3,22.28
Sahre5213,8,36.16
Sahre5214,5,9.74
Sahre5215,4,17.32
Sahre5216,7,4.3
Sahre5217,1,25.51
Sahre5218,4,39.52
Sahre5219,0,39.02
Sahre5220,9,32.19
Sahre5221,0,7.59
Sahre5222,7,25.25
Sahre5223,0,22.63
Sahre5224,2,7.42
Sahre5225,7,8.07
Sahre5226,2,34.49
Sahre5227,4,11.38
Sahre5228,7,30.53
Sahre5229,7,4.01
Sahre5230,2,36.67
Sahre5231,4,18.9
Sahre5232,6,26.73
Sahre5233,8,18.65
Sahre5234,4,24.56
Sahre5235,6,32.39
Sahre5236,9,38.76
Sahre5237,8,17.58
Sahre5238,6,27.91
Sahre5239,3,30.4
Sahre5240,6,5.86
Sahre5241,3,11.81
Sahre5242,0,5.19
Sahre5243,0,33.11
Sahre5244,3,24.26
Sahre5245,0,29.07
Sahre5246,7,15.48
Sahre5247,5,7.33
Sahre5248,7,28.54
Sahre5249,7,5.79
Sahre5250,0,24.97
Sahre5251,4,33.65
Sahre5252,7,18.69
Sahre5253,7,14.16
Sahre5254,5,22.0
Sahre5255,7,23.34
Sahre5256,6,11.43
Sahre5257,3,18.51
Sahre5258,2,23.61
Sahre5259,1,26.22
Sahre5260,9,11.69
Sahre5261,8,20.07
Sahre5262,4,31.47
Sahre5263,8,38.68
Sahre5264,1,34.42
Sahre5265,9,19.21
Sahre5266,9,13.44
Sahre5267,5,3.23
Sahre5268,0,39.14
Sahre5269,3,6.81
Sahre5270,1,0.37
Sahre5271,1,15.87
Sahre5272,2,18.36
Sahre5273,7,15.32
Sahre5274,7,18.58
Sahre5275,7,4.45
Sahre5276,2,0.82
Sahre5277,7,35.15
Sahre5278,2,22.46
Sahre5279,5,32.27
Sahre5280,7,17.91
Sahre5281,6,31.39
Sahre5282,1,3.69
Sahre5283,1,15.79
Sahre5284,5,29.38
Sahre5285,6,30.6
Sahre5286,4,13.01
Sahre5287,4,39.95
Sahre5288,9,6.57
Sahre5289,2,11.56
Sahre5290,1,14.86
Sahre5291,7,25.6
Sahre5292,1,11.65
Sahre5293,3,12.4
Sahre5294,7,32.56
Sahre5295,9,19.39
Sahre5296,2,3.21
Sahre5297,0,16.53
Sahre5298,9,14.84
Sahre5299,6,21.01
Sahre5300,2,33.89
Sahre5301,3,6.37
Sahre5302,0,27.06
Sahre5303,9,17.58
Sahre5304,2,6.96
Sahre5305,3,9.51
Sahre5306,2,14.17
Sahre5307,6,38.54
Sahre5308,7,6.55
Sahre5309,0,19.71
Sahre5310,9,22.72
Sahre5311,2,12.25
Sahre5312,0,4.62
Sahre5313,7,33.04
Sahre5314,5,34.97
Sahre5315,4,1.42
Sahre5316,1,12.6
Sahre5317,2,22.13
Sahre5318,5,33.06
Sahre5319,4,5.71
Sahre5320,1,25.8
Sahre5321,8,26.68
Sahre5322,8,12.34
Sahre5323,3,36.59
Sahre5324,0,39.98
Sahre5325,1,20.67
Sahre5326,9,39.04
Sahre5327,0,27.34
Sahre5328,7,3.14
Sahre5329,8,21.03
Sahre5330,9,17.07
Sahre5331,9,6.23
Sahre5332,7,12.75
Sahre5333,5,13.4
Sahre5334,4,34.59
Sahre5335,6,9.49
Sahre5336,0,1.1
Sahre5337,1,5.17
Sahre5338,6,6.23
Sahre5339,4,11.89
Sahre5340,7,24.47
Sahre5341,5,30.66
Sahre5342,8,21.01
Sahre5343,4,38.01
Sahre5344,6,20.38
Sahre5345,2,35.93
Sahre5346,4,11.63
Sahre5347,1,0.98
Sahre5348,8,24.93
Sahre5349,2,19.93
Sahre5350,0,18.88
Sahre5351,1,16.54
Sahre5352,5,24.4
Sahre5353,4,21.69
Sahre5354,5,23.34
Sahre5355,2,28.29
Sahre5356,2,24.94
Sahre5357,2,33.68
Sahre5358,0,31.36
Sahre5359,5,23.06
Sahre5360,3,30.39
Sahre5361,6,13.15
Sahre5362,8,29.76
Sahre5363,8,1.66
Sahre5364,0,30.86
Sahre5365,4,1.79
Sahre5366,3,38.1
Sahre5367,4,35.12
Sahre5368,5,18.23
Sahre5369,6,16.45
Sahre5370,1,14.51
Sahre5371,7,27.33
Sahre5372,2,13.82
Sahre5373,0,32.53
Sahre5374,6,2.81
Sahre5375,8,39.19
Sahre5376,8,39.31
Sahre5377,0,16.57
Sahre5378,9,24.62
Sahre5379,2,28.83
Sahre5380,0,37.38
Sahre5381,1,32.94
Sahre5382,5,13.02
Sahre5383,2,10.3
Sahre5384,1,11.66
Sahre5385,3,29.65
Sahre5386,0,8.13
Sahre5387,2,3.06
Sahre5388,9,9.84
Sahre5389,2,7.95
Sahre5390,7,1.28
Sahre5391,9,6.37
Sahre5392,3,2.33
Sahre5393,5,5.34
Sahre5394,9,35.12
Sahre5395,2,36.72
Sahre5396,2,2.59
Sahre5397,2,9.33
Sahre5398,6,11.97
Sahre5399,8,13.22
Sahre5400,5,8.52
Sahre5401,4,31.39
Sahre5402,7,1.75
Sahre5403,3,2.45
Sahre5404,1,12.78
Sahre5405,1,38.89
Sahre5406,7,3.98
Sahre5407,0,24.11
Sahre5408,7,12.54
Sahre5409,3,24.04
Sahre5410,4,23.87
Sahre5411,6,36.43
Sahre5412,1,10.33
Sahre5413,2,34.07
Sahre5414,3,19.6
Sahre5415,1,9.19
Sahre5416,9,34.27
Sahre5417,0,29.35
Sahre5418,0,11.37
Sahre5419,7,20.84
Sahre5420,8,24.64
Sahre5421,0,39.9
Sahre5422,8,15.95
Sahre5423,7,34.81
Sahre5424,4,23.28
Sahre5425,8,16.44
Sahre5426,4,26.3
Sahre5427,0,26.25
Sahre5428,8,10.45
Sahre5429,1,10.47
Sahre5430,6,18.91
Sahre5431,8,24.23
Sahre5432,1,23.16
Sahre5433,4,20.46
Sahre5434,7,22.81
Sahre5435,0,4.44
Sahre5436,3,22.63
Sahre5437,9,14.41
Sahre5438,3,11.87
Sahre5439,8,30.95
Sahre5440,4,11.73
Sahre5441,7,21.69
Sahre5442,8,8.61
Sahre5443,8,10.84
Sahre5444,2,6.32
Sahre5445,2,23.12
Sahre5446,8,15.61
Sahre5447,6,17.09
Sahre5448,9,34.84
Sahre5449,4,5.87
Sahre5450,7,38.04
Sahre5451,8,9.17
Sahre5452,8,15.5
Sahre5453,8,34.41
Sahre5454,9,3.66
Sahre5455,0,10.41
Sahre5456,8,24.37
Sahre5457,7,22.7
Sahre5458,8,16.18
Sahre5459,8,26.64
Sahre5460,6,19.34
Sahre5461,8,16.51
Sahre5462,2,38.3
Sahre5463,7,17.43
Sahre5464,8,29.22
Sahre5465,9,23.72
Sahre5466,3,25.62
Sahre5467,5,36.76
Sahre5468,1,16.76
Sahre5469,2,9.91
Sahre5470,6,36.74
Sahre5471,7,29.36
Sahre5472,9,17.65
Sahre5473,9,34.97
Sahre5474,8,23.48
Sahre5475,6,23.15
Sahre5476,7,9.01
Sahre5477,8,35.95
Sahre5478,6,33.6
Sahre5479,3,11.16
Sahre5480,0,32.1
Sahre5481,0,4.94
Sahre5482,0,15.05
Sahre5483,1,1.2
Sahre5484,5,20.93
Sahre5485,8,28.34
Sahre5486,6,6.56
Sahre5487,0,12.91
Sahre5488,9,36.08
Sahre5489,4,27.61
Sahre5490,7,22.12
Sahre5491,9,2.02
Sahre5492,8,35.32
Sahre5493,4,12.81
Sahre5494,6,6.05
Sahre5495,3,39.6
Sahre5496,5,29.24
Sahre5497,2,34.08
Sahre5498,2,20.13
Sahre5499,1,11.48
Sahre5500,8,24.69
Sahre5501,7,19.7
Sahre5502,8,10.32
Sahre5503,8,2.91
Sahre5504,1,15.55
Sahre5505,3,28.36
Sahre5506,5,3.85
Sahre5507,1,20.92
Sahre5508,9,0.62
Sahre5509,3,10.5
Sahre5510,7,17.7
Sahre5511,4,1.05
Sahre5512,8,31.68
Sahre5513,9,19.51
Sahre5514,4,2.94
Sahre5515,0,6.57
Sahre5516,9,7.79
Sahre5517,8,12.6
Sahre5518,3,1.37
Sahre5519,2,23.17
Sahre5520,5,1.56
Sahre5521,8,39.49
Sahre5522,9,3.24
Sahre5523,6,35.54
Sahre5524,9,5.0
Sahre5525,1,5.72
Sahre5526,1,19.83
Sahre5527,8,15.13
Sahre5528,0,1.34
Sahre5529,6,23.97
Sahre5530,5,30.28
Sahre5531,6,35.92
Sahre5532,6,17.35
Sahre5533,0,34.05
Sahre5534,1,24.0
Sahre5535,5,22.22
Sahre5536,7,33.17
Sahre5537,3,15.5
Sahre5538,9,31.01
Sahre5539,1,29.46
Sahre5540,5,14.25
Sahre5541,2,32.4
Sahre5542,4,3.32
Sahre5543,9,16.15
Sahre5544,5,20.95
Sahre5545,5,1.55
Sahre5546,8,28.14
Sahre5547,0,33.52
Sahre5548,0,37.82
Sahre5549,6,11.64
Sahre5550,3,16.03
Sahre5551,9,13.2
Sahre5552,1,35.31
Sahre5553,9,37.93
Sahre5554,9,18.22
Sahre5555,6,23.95
Sahre5556,2,12.13
